wall_time,sim_min,actor,event,details
2025-08-23T18:08:44,200.000,GEN,interarrival_fixed,group=window interval_min=8.000
2025-08-23T18:08:44,200.000,CW25,walk_to_reception_begin,"from=entry to=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:44,200.000,CW25,move_theta,"segments=2 path_len=4.104m dur=0.038min start=(11.876923076923077, 2.123076923076923) goal=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:44,200.038,CW25,at_reception,leg_time=0.038min
2025-08-23T18:08:44,200.038,CW25,waiting_for_table,group=window
2025-08-23T18:08:45,204.045,CW19,dine_end,table=2
2025-08-23T18:08:45,204.045,CW19,leaving_table,table=2
2025-08-23T18:08:45,204.045,CW19,table_released,table=2
2025-08-23T18:08:45,204.045,KPI,snapshot,served=18 active=2 backlog=5 avg_seated_wait=2.24 avg_backlog_wait=20.04
2025-08-23T18:08:45,204.045,CW21,table_assigned,table=2 total_wait_until_seated=36.045min
2025-08-23T18:08:45,204.045,CW21,walk_to_table_begin,"table=2 to=(7.0, 12.0)"
2025-08-23T18:08:45,204.045,CW21,move_theta,"segments=1 path_len=12.806m dur=0.119min start=(16.923076923076923, 4.492307692307692) goal=(7.0, 12.0)"
2025-08-23T18:08:45,204.145,CW19,despawn,
2025-08-23T18:08:45,204.163,CW21,seated,table=2 leg_time=0.119min
2025-08-23T18:08:45,204.163,CW21,request_waiter,table=2
2025-08-23T18:08:45,204.163,CW21,waiter_acquired,waiter=W0 table=2
2025-08-23T18:08:45,204.163,W0,dispatch_to_table,"table=2 target_xy=(7.0, 12.0)"
2025-08-23T18:08:45,204.163,0,move_theta,"segments=1 path_len=14.142m dur=0.196min start=(17.138461538461538, 1.8153846153846154) goal=(7.0, 12.0)"
2025-08-23T18:08:45,204.360,W0,arrived_table,table=2 travel_time=0.197min
2025-08-23T18:08:45,204.360,W0,service_start,table=2 svc_draw=2.439min
2025-08-23T18:08:45,206.799,W0,service_end,table=2
2025-08-23T18:08:45,206.799,W0,return_kitchen_begin,from_table=2
2025-08-23T18:08:45,206.799,0,move_theta,"segments=2 path_len=14.373m dur=0.200min start=(7.0, 12.0) goal=(17.138461538461538, 1.8153846153846154)"
2025-08-23T18:08:45,206.999,W0,return_kitchen_end,from_table=2 travel_time=0.200min
2025-08-23T18:08:45,206.999,W0,available,ready_for_next_task
2025-08-23T18:08:45,206.999,CW21,dine_start,dwell_draw=1.407min
2025-08-23T18:08:45,207.257,CW20,dine_end,table=3
2025-08-23T18:08:45,207.257,CW20,leaving_table,table=3
2025-08-23T18:08:45,207.257,CW20,table_released,table=3
2025-08-23T18:08:45,207.257,KPI,snapshot,served=19 active=2 backlog=4 avg_seated_wait=3.85 avg_backlog_wait=19.26
2025-08-23T18:08:45,207.257,CW22,table_assigned,table=3 total_wait_until_seated=31.257min
2025-08-23T18:08:45,207.257,CW22,walk_to_table_begin,"table=3 to=(13.0, 9.0)"
2025-08-23T18:08:45,207.257,CW22,move_theta,"segments=1 path_len=6.403m dur=0.059min start=(16.923076923076923, 4.492307692307692) goal=(13.0, 9.0)"
2025-08-23T18:08:45,207.317,CW22,seated,table=3 leg_time=0.059min
2025-08-23T18:08:45,207.317,CW22,request_waiter,table=3
2025-08-23T18:08:45,207.317,CW22,waiter_acquired,waiter=W0 table=3
2025-08-23T18:08:45,207.317,W0,dispatch_to_table,"table=3 target_xy=(13.0, 9.0)"
2025-08-23T18:08:45,207.317,0,move_theta,"segments=1 path_len=8.062m dur=0.112min start=(17.138461538461538, 1.8153846153846154) goal=(13.0, 9.0)"
2025-08-23T18:08:45,207.357,CW20,despawn,
2025-08-23T18:08:45,207.429,W0,arrived_table,table=3 travel_time=0.112min
2025-08-23T18:08:45,207.429,W0,service_start,table=3 svc_draw=0.517min
2025-08-23T18:08:45,207.946,W0,service_end,table=3
2025-08-23T18:08:45,207.946,W0,return_kitchen_begin,from_table=3
2025-08-23T18:08:45,207.946,0,move_theta,"segments=2 path_len=8.293m dur=0.115min start=(13.0, 9.0) goal=(17.138461538461538, 1.8153846153846154)"
2025-08-23T18:08:45,208.000,GEN,arrival_emit,id=CW26 group=window
2025-08-23T18:08:45,208.000,CW26,arrival,"group=window at_entry=11.88,2.12"
2025-08-23T18:08:45,208.000,GEN,interarrival_fixed,group=window interval_min=8.000
2025-08-23T18:08:45,208.000,CW26,walk_to_reception_begin,"from=entry to=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:45,208.000,CW26,move_theta,"segments=2 path_len=4.104m dur=0.038min start=(11.876923076923077, 2.123076923076923) goal=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:45,208.038,CW26,at_reception,leg_time=0.038min
2025-08-23T18:08:45,208.038,CW26,waiting_for_table,group=window
2025-08-23T18:08:45,208.062,W0,return_kitchen_end,from_table=3 travel_time=0.116min
2025-08-23T18:08:45,208.062,W0,available,ready_for_next_task
2025-08-23T18:08:45,208.062,CW22,dine_start,dwell_draw=10.249min
2025-08-23T18:08:45,208.406,CW21,dine_end,table=2
2025-08-23T18:08:45,208.406,CW21,leaving_table,table=2
2025-08-23T18:08:45,208.406,CW21,table_released,table=2
2025-08-23T18:08:45,208.406,KPI,snapshot,served=20 active=2 backlog=4 avg_seated_wait=5.09 avg_backlog_wait=12.41
2025-08-23T18:08:45,208.406,CW23,table_assigned,table=2 total_wait_until_seated=24.406min
2025-08-23T18:08:45,208.406,CW23,walk_to_table_begin,"table=2 to=(7.0, 12.0)"
2025-08-23T18:08:45,208.406,CW23,move_theta,"segments=1 path_len=12.806m dur=0.119min start=(16.923076923076923, 4.492307692307692) goal=(7.0, 12.0)"
2025-08-23T18:08:45,208.506,CW21,despawn,
2025-08-23T18:08:45,208.525,CW23,seated,table=2 leg_time=0.119min
2025-08-23T18:08:45,208.525,CW23,request_waiter,table=2
2025-08-23T18:08:45,208.525,CW23,waiter_acquired,waiter=W0 table=2
2025-08-23T18:08:45,208.525,W0,dispatch_to_table,"table=2 target_xy=(7.0, 12.0)"
2025-08-23T18:08:45,208.525,0,move_theta,"segments=1 path_len=14.142m dur=0.196min start=(17.138461538461538, 1.8153846153846154) goal=(7.0, 12.0)"
2025-08-23T18:08:45,208.721,W0,arrived_table,table=2 travel_time=0.197min
2025-08-23T18:08:45,208.721,W0,service_start,table=2 svc_draw=0.166min
2025-08-23T18:08:45,208.888,W0,service_end,table=2
2025-08-23T18:08:45,208.888,W0,return_kitchen_begin,from_table=2
2025-08-23T18:08:45,208.888,0,move_theta,"segments=2 path_len=14.373m dur=0.200min start=(7.0, 12.0) goal=(17.138461538461538, 1.8153846153846154)"
2025-08-23T18:08:45,209.088,W0,return_kitchen_end,from_table=2 travel_time=0.200min
2025-08-23T18:08:45,209.088,W0,available,ready_for_next_task
2025-08-23T18:08:45,209.088,CW23,dine_start,dwell_draw=7.950min
2025-08-23T18:08:45,216.000,GEN,arrival_emit,id=CW27 group=window
2025-08-23T18:08:45,216.000,CW27,arrival,"group=window at_entry=11.88,2.12"
2025-08-23T18:08:45,216.000,GEN,interarrival_fixed,group=window interval_min=8.000
2025-08-23T18:08:45,216.000,CW27,walk_to_reception_begin,"from=entry to=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:45,216.000,CW27,move_theta,"segments=2 path_len=4.104m dur=0.038min start=(11.876923076923077, 2.123076923076923) goal=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:45,216.038,CW27,at_reception,leg_time=0.038min
2025-08-23T18:08:45,216.038,CW27,waiting_for_table,group=window
2025-08-23T18:08:45,217.037,CW23,dine_end,table=2
2025-08-23T18:08:45,217.037,CW23,leaving_table,table=2
2025-08-23T18:08:45,217.037,CW23,table_released,table=2
2025-08-23T18:08:45,217.037,KPI,snapshot,served=21 active=2 backlog=4 avg_seated_wait=5.93 avg_backlog_wait=13.04
2025-08-23T18:08:45,217.037,CW24,table_assigned,table=2 total_wait_until_seated=25.037min
2025-08-23T18:08:45,217.037,CW24,walk_to_table_begin,"table=2 to=(7.0, 12.0)"
2025-08-23T18:08:45,217.037,CW24,move_theta,"segments=1 path_len=12.806m dur=0.119min start=(16.923076923076923, 4.492307692307692) goal=(7.0, 12.0)"
2025-08-23T18:08:45,217.137,CW23,despawn,
2025-08-23T18:08:45,217.156,CW24,seated,table=2 leg_time=0.119min
2025-08-23T18:08:45,217.156,CW24,request_waiter,table=2
2025-08-23T18:08:45,217.156,CW24,waiter_acquired,waiter=W0 table=2
2025-08-23T18:08:45,217.156,W0,dispatch_to_table,"table=2 target_xy=(7.0, 12.0)"
2025-08-23T18:08:45,217.156,0,move_theta,"segments=1 path_len=14.142m dur=0.196min start=(17.138461538461538, 1.8153846153846154) goal=(7.0, 12.0)"
2025-08-23T18:08:45,217.353,W0,arrived_table,table=2 travel_time=0.197min
2025-08-23T18:08:45,217.353,W0,service_start,table=2 svc_draw=0.213min
2025-08-23T18:08:45,217.566,W0,service_end,table=2
2025-08-23T18:08:45,217.566,W0,return_kitchen_begin,from_table=2
2025-08-23T18:08:45,217.566,0,move_theta,"segments=2 path_len=14.373m dur=0.200min start=(7.0, 12.0) goal=(17.138461538461538, 1.8153846153846154)"
2025-08-23T18:08:45,217.766,W0,return_kitchen_end,from_table=2 travel_time=0.200min
2025-08-23T18:08:45,217.766,W0,available,ready_for_next_task
2025-08-23T18:08:45,217.766,CW24,dine_start,dwell_draw=9.771min
2025-08-23T18:08:45,218.311,CW22,dine_end,table=3
2025-08-23T18:08:45,218.311,CW22,leaving_table,table=3
2025-08-23T18:08:45,218.311,CW22,table_released,table=3
2025-08-23T18:08:45,218.311,KPI,snapshot,served=22 active=2 backlog=3 avg_seated_wait=6.73 avg_backlog_wait=10.31
2025-08-23T18:08:45,218.311,CW25,table_assigned,table=3 total_wait_until_seated=18.311min
2025-08-23T18:08:45,218.311,CW25,walk_to_table_begin,"table=3 to=(13.0, 9.0)"
2025-08-23T18:08:45,218.311,CW25,move_theta,"segments=1 path_len=6.403m dur=0.059min start=(16.923076923076923, 4.492307692307692) goal=(13.0, 9.0)"
2025-08-23T18:08:45,218.370,CW25,seated,table=3 leg_time=0.059min
2025-08-23T18:08:45,218.370,CW25,request_waiter,table=3
2025-08-23T18:08:45,218.370,CW25,waiter_acquired,waiter=W0 table=3
2025-08-23T18:08:45,218.370,W0,dispatch_to_table,"table=3 target_xy=(13.0, 9.0)"
2025-08-23T18:08:45,218.370,0,move_theta,"segments=1 path_len=8.062m dur=0.112min start=(17.138461538461538, 1.8153846153846154) goal=(13.0, 9.0)"
2025-08-23T18:08:45,218.411,CW22,despawn,
2025-08-23T18:08:45,218.482,W0,arrived_table,table=3 travel_time=0.112min
2025-08-23T18:08:45,218.482,W0,service_start,table=3 svc_draw=2.019min
2025-08-23T18:08:45,220.502,W0,service_end,table=3
2025-08-23T18:08:45,220.502,W0,return_kitchen_begin,from_table=3
2025-08-23T18:08:45,220.502,0,move_theta,"segments=2 path_len=8.293m dur=0.115min start=(13.0, 9.0) goal=(17.138461538461538, 1.8153846153846154)"
2025-08-23T18:08:45,220.617,W0,return_kitchen_end,from_table=3 travel_time=0.116min
2025-08-23T18:08:45,220.617,W0,available,ready_for_next_task
2025-08-23T18:08:45,220.617,CW25,dine_start,dwell_draw=13.616min
2025-08-23T18:08:45,224.000,GEN,arrival_emit,id=CW28 group=window
2025-08-23T18:08:45,224.000,CW28,arrival,"group=window at_entry=11.88,2.12"
2025-08-23T18:08:45,224.000,GEN,interarrival_fixed,group=window interval_min=8.000
2025-08-23T18:08:45,224.000,CW28,walk_to_reception_begin,"from=entry to=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:45,224.000,CW28,move_theta,"segments=2 path_len=4.104m dur=0.038min start=(11.876923076923077, 2.123076923076923) goal=(14.923076923076923, 4.492307692307692)"
2025-08-23T18:08:45,224.038,CW28,at_reception,leg_time=0.038min
2025-08-23T18:08:45,224.038,CW28,waiting_for_table,group=window
2025-08-23T18:08:45,227.536,CW24,dine_end,table=2
2025-08-23T18:08:45,227.536,CW24,leaving_table,table=2
2025-08-23T18:08:45,227.536,CW24,table_released,table=2
2025-08-23T18:08:45,227.536,KPI,snapshot,served=23 active=2 backlog=3 avg_seated_wait=7.19 avg_backlog_wait=11.54
2025-08-23T18:08:45,227.536,CW26,table_assigned,table=2 total_wait_until_seated=19.536min
2025-08-23T18:08:45,227.536,CW26,walk_to_table_begin,"table=2 to=(7.0, 12.0)"
2025-08-23T18:08:45,227.536,CW26,move_theta,"segments=1 path_len=12.806m dur=0.119min start=(16.923076923076923, 4.492307692307692) goal=(7.0, 12.0)"
2025-08-23T18:08:45,227.636,CW24,despawn,
2025-08-23T18:08:45,227.655,CW26,seated,table=2 leg_time=0.119min
2025-08-23T18:08:45,227.655,CW26,request_waiter,table=2
2025-08-23T18:08:45,227.655,CW26,waiter_acquired,waiter=W0 table=2
2025-08-23T18:08:45,227.655,W0,dispatch_to_table,"table=2 target_xy=(7.0, 12.0)"
2025-08-23T18:08:45,227.655,0,move_theta,"segments=1 path_len=14.142m dur=0.196min start=(17.138461538461538, 1.8153846153846154) goal=(7.0, 12.0)"
2025-08-23T18:08:45,227.852,W0,arrived_table,table=2 travel_time=0.197min
2025-08-23T18:08:45,227.852,W0,service_start,table=2 svc_draw=0.925min
2025-08-23T18:08:45,228.776,W0,service_end,table=2
2025-08-23T18:08:45,228.776,W0,return_kitchen_begin,from_table=2
2025-08-23T18:08:45,228.776,0,move_theta,"segments=2 path_len=14.373m dur=0.200min start=(7.0, 12.0) goal=(17.138461538461538, 1.8153846153846154)"
2025-08-23T18:08:45,228.976,W0,return_kitchen_end,from_table=2 travel_time=0.200min
2025-08-23T18:08:45,228.976,W0,available,ready_for_next_task
2025-08-23T18:08:45,228.976,CW26,dine_start,dwell_draw=7.053min
